ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Profit,Prior_purchases,Product_importance,Order_date,Ship_Date,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Product Category,Product sub Category
6896,F,Ship,5,5,237,11.85,5,high,08-08-2021,16-08-2021,F,2,1593,1,Office Supplies,Storage & Organizations
6897,A,Ship,6,2,291,14.55,4,low,31-01-2023,09-02-2023,M,9,1241,1,Furniture,Storage & Organizations
6898,B,Ship,4,2,264,13.2,5,medium,28-06-2023,02-07-2023,F,6,1736,1,Office Supplies,Storage & Organizations
6899,C,Ship,2,2,212,10.6,4,medium,21-04-2022,23-04-2022,F,3,1284,1,Office Supplies,Storage & Organizations
6900,F,Ship,4,5,196,9.8,4,low,19-10-2020,21-10-2020,M,10,1694,1,Furniture,Storage & Organizations
6901,D,Ship,5,5,260,13,5,low,13-05-2022,21-05-2022,F,6,1860,0,Furniture,Storage & Organizations
6902,F,Ship,6,5,266,13.3,4,low,12-12-2023,20-12-2023,F,6,1201,0,Furniture,Storage & Organizations
6903,A,Ship,5,2,254,12.7,5,high,15-09-2021,20-09-2021,M,6,1491,1,Office Supplies,Storage & Organizations
6904,B,Ship,5,2,249,12.45,5,low,10-07-2022,19-07-2022,F,8,1018,1,Furniture,Storage & Organizations
6905,C,Ship,6,5,279,13.95,4,medium,22-11-2023,02-12-2023,M,7,1300,0,Office Supplies,Storage & Organizations
6906,F,Ship,6,3,306,15.3,4,high,04-05-2020,12-05-2020,F,5,1261,1,Office Supplies,Storage & Organizations
6907,D,Ship,4,5,249,12.45,5,medium,29-10-2020,03-11-2020,M,3,1530,1,Office Supplies,Storage & Organizations
6908,F,Ship,6,4,297,14.85,4,low,03-12-2022,08-12-2022,F,9,1249,1,Furniture,Storage & Organizations
6909,A,Ship,6,1,273,13.65,4,low,05-09-2020,08-09-2020,M,6,1561,0,Furniture,Storage & Organizations
6910,B,Ship,6,4,299,14.95,4,low,10-05-2023,18-05-2023,F,9,1817,0,Furniture,Storage & Organizations
6911,C,Ship,5,5,240,12,5,medium,18-03-2020,28-03-2020,M,10,1574,1,Office Supplies,Storage & Organizations
6912,F,Ship,5,4,260,13,6,low,17-04-2020,25-04-2020,F,2,1765,0,Furniture,Storage & Organizations
6913,D,Ship,5,1,251,12.55,5,low,16-02-2021,22-02-2021,F,7,1924,1,Furniture,Storage & Organizations
6914,F,Ship,5,5,256,12.8,5,medium,19-03-2023,28-03-2023,M,2,1693,1,Office Supplies,Storage & Organizations
6915,A,Ship,5,2,226,11.3,5,medium,16-03-2020,25-03-2020,M,5,1659,0,Office Supplies,Storage & Organizations
6916,B,Ship,5,3,262,13.1,5,low,20-09-2020,30-09-2020,F,10,1197,1,Furniture,Storage & Organizations
6917,C,Ship,7,4,261,13.05,5,low,26-10-2022,02-11-2022,M,6,1334,0,Furniture,Storage & Organizations
6918,F,Ship,2,2,181,9.05,2,low,15-07-2020,18-07-2020,F,6,1324,1,Furniture,Storage & Organizations
6919,D,Ship,6,1,254,12.7,4,medium,27-12-2021,03-01-2022,F,6,1928,1,Office Supplies,Storage & Organizations
6920,F,Ship,6,1,288,14.4,4,medium,15-03-2023,20-03-2023,M,8,1806,1,Office Supplies,Storage & Organizations
6921,A,Ship,6,3,245,12.25,4,low,08-08-2021,11-08-2021,M,10,1798,0,Furniture,Storage & Organizations
6922,B,Ship,5,3,252,12.6,2,medium,24-09-2023,27-09-2023,M,9,1809,0,Office Supplies,Storage & Organizations
6923,C,Ship,4,1,293,14.65,3,low,29-11-2020,05-12-2020,M,8,1326,1,Furniture,Storage & Organizations
6924,F,Ship,5,3,253,12.65,4,low,21-03-2023,28-03-2023,M,9,1729,0,Furniture,Storage & Organizations
6925,D,Ship,6,1,245,12.25,4,low,30-08-2020,08-09-2020,F,10,1606,0,Furniture,Storage & Organizations
6926,F,Ship,6,4,247,12.35,4,medium,18-11-2021,28-11-2021,M,3,1946,0,Office Supplies,Storage & Organizations
6927,A,Ship,5,4,274,13.7,5,low,10-10-2023,18-10-2023,M,7,1371,1,Furniture,Storage & Organizations
6928,B,Ship,6,4,283,14.15,4,low,12-07-2021,20-07-2021,F,8,1480,0,Furniture,Storage & Organizations
6929,C,Ship,6,4,286,14.3,4,low,17-07-2022,24-07-2022,F,8,1690,1,Furniture,Storage & Organizations
6930,F,Ship,5,4,257,12.85,5,low,11-07-2021,16-07-2021,M,10,1695,1,Furniture,Storage & Organizations
6931,D,Ship,5,2,258,12.9,5,low,24-04-2023,30-04-2023,F,2,1232,1,Furniture,Storage & Organizations
6932,F,Ship,4,2,201,10.05,3,medium,14-09-2023,19-09-2023,F,6,5616,1,Office Supplies,Storage & Organizations
6933,A,Ship,3,1,231,11.55,3,low,04-11-2022,14-11-2022,M,1,5392,1,Furniture,Storage & Organizations
6934,B,Ship,4,5,161,8.05,2,high,15-01-2022,25-01-2022,F,5,5133,1,Office Supplies,Storage & Organizations
6935,C,Ship,5,1,250,12.5,3,low,29-11-2022,09-12-2022,M,8,5845,0,Furniture,Storage & Organizations
6936,F,Ship,4,2,169,8.45,6,low,21-10-2021,25-10-2021,F,6,4179,0,Furniture,Storage & Organizations
6937,D,Ship,4,4,191,9.55,2,low,18-06-2023,25-06-2023,M,1,4318,1,Furniture,Storage & Organizations
6938,F,Ship,4,2,271,13.55,3,medium,13-03-2022,20-03-2022,F,4,4186,1,Office Supplies,Storage & Organizations
6939,A,Ship,5,4,271,13.55,3,low,08-01-2022,12-01-2022,M,3,5218,1,Furniture,Storage & Organizations
6940,B,Ship,4,2,224,11.2,3,low,26-05-2023,02-06-2023,M,1,5821,0,Furniture,Storage & Organizations
6941,C,Ship,3,5,276,13.8,5,low,12-10-2022,15-10-2022,F,10,5302,1,Furniture,Storage & Organizations
6942,F,Ship,4,1,264,13.2,2,low,02-12-2020,08-12-2020,F,3,5258,0,Furniture,Storage & Organizations
6943,D,Ship,5,2,185,9.25,3,low,10-11-2021,19-11-2021,M,10,4354,0,Furniture,Storage & Organizations
6944,F,Ship,3,3,253,12.65,2,low,12-10-2021,16-10-2021,M,5,4112,1,Furniture,Storage & Organizations
6945,A,Ship,3,5,155,7.75,4,low,11-02-2020,16-02-2020,F,1,4432,1,Furniture,Storage & Organizations
6946,B,Ship,4,1,219,10.95,3,low,12-04-2021,21-04-2021,F,5,5632,0,Furniture,Storage & Organizations
6947,C,Ship,3,2,204,10.2,4,medium,07-01-2020,11-01-2020,M,7,4768,0,Office Supplies,Storage & Organizations
6948,F,Ship,4,1,196,9.8,4,low,03-05-2021,10-05-2021,F,3,5496,0,Furniture,Storage & Organizations
6949,D,Ship,3,4,205,10.25,5,low,07-05-2020,09-05-2020,F,4,4483,0,Furniture,Storage & Organizations
6950,F,Ship,3,4,187,9.35,3,low,26-11-2021,30-11-2021,F,9,4725,1,Furniture,Storage & Organizations
6951,A,Ship,3,1,221,11.05,2,medium,03-12-2022,11-12-2022,F,6,5267,0,Office Supplies,Storage & Organizations
6952,B,Ship,5,4,143,7.15,3,medium,26-11-2023,06-12-2023,F,1,5165,1,Office Supplies,Storage & Organizations
6953,C,Ship,5,3,135,6.75,3,high,15-01-2020,17-01-2020,M,4,5858,0,Office Supplies,Storage & Organizations
6954,F,Ship,3,1,207,10.35,2,low,14-02-2022,24-02-2022,F,7,5596,0,Furniture,Storage & Organizations
6955,D,Ship,3,2,245,12.25,2,low,13-10-2022,20-10-2022,F,7,4692,0,Furniture,Storage & Organizations
6956,F,Ship,5,2,257,12.85,3,low,20-07-2022,26-07-2022,F,2,4677,1,Furniture,Storage & Organizations
6957,A,Ship,3,1,186,9.3,3,high,14-09-2020,23-09-2020,F,1,5694,1,Office Supplies,Storage & Organizations
6958,B,Ship,5,2,246,12.3,3,low,25-02-2022,03-03-2022,M,2,4054,1,Furniture,Storage & Organizations
6959,C,Ship,3,4,255,12.75,2,low,20-01-2021,28-01-2021,M,2,4504,0,Furniture,Storage & Organizations
6960,F,Ship,5,3,206,10.3,3,low,18-09-2020,22-09-2020,F,1,4645,0,Furniture,Storage & Organizations
6961,D,Road,3,1,178,8.9,4,medium,22-05-2022,01-06-2022,M,9,4298,0,Office Supplies,Storage & Organizations
6962,F,Road,5,2,274,13.7,2,low,14-10-2022,16-10-2022,F,5,4154,0,Furniture,Storage & Organizations
6963,A,Road,3,1,269,13.45,4,low,05-11-2023,15-11-2023,F,7,5107,0,Furniture,Storage & Organizations
6964,B,Road,5,1,282,14.1,4,low,22-02-2020,26-02-2020,F,9,4766,0,Furniture,Storage & Organizations
6965,C,Road,2,4,108,5.4,5,high,23-09-2022,28-09-2022,M,5,4874,1,Office Supplies,Storage & Organizations
6966,F,Road,4,5,268,13.4,6,medium,04-08-2022,11-08-2022,F,7,4709,0,Office Supplies,Storage & Organizations
6967,D,Road,2,3,215,10.75,2,medium,20-07-2023,30-07-2023,F,3,5052,1,Office Supplies,Storage & Organizations
6968,F,Road,4,1,169,8.45,4,low,06-03-2023,08-03-2023,M,1,5323,0,Furniture,Storage & Organizations
6969,A,Road,3,4,165,8.25,3,low,02-08-2021,07-08-2021,F,4,4482,0,Furniture,Storage & Organizations
6970,B,Road,4,4,192,9.6,4,low,08-05-2021,11-05-2021,F,2,5856,1,Furniture,Storage & Organizations
6971,C,Road,4,3,206,10.3,2,low,27-05-2023,06-06-2023,M,9,5076,1,Furniture,Storage & Organizations
6972,F,Road,3,5,151,7.55,2,medium,17-09-2022,27-09-2022,M,8,4408,1,Office Supplies,Storage & Organizations
6973,D,Road,3,4,150,7.5,3,low,24-10-2023,29-10-2023,F,5,4950,0,Furniture,Storage & Organizations
6974,F,Road,4,3,250,12.5,3,low,09-12-2020,18-12-2020,M,10,4316,0,Furniture,Storage & Organizations
6975,A,Road,5,3,168,8.4,3,medium,24-04-2022,28-04-2022,F,2,5986,1,Office Supplies,Storage & Organizations
6976,B,Road,4,1,137,6.85,2,low,15-12-2022,22-12-2022,M,3,4657,0,Furniture,Storage & Organizations
6977,C,Road,6,5,148,7.4,4,low,19-02-2020,22-02-2020,M,1,5216,1,Furniture,Storage & Organizations
6978,F,Road,6,2,215,10.75,5,low,23-11-2020,26-11-2020,F,7,4057,0,Furniture,Storage & Organizations
6979,D,Road,4,2,269,13.45,2,medium,19-02-2021,26-02-2021,F,2,4013,1,Office Supplies,Storage & Organizations
6980,F,Road,3,5,139,6.95,3,low,21-12-2020,30-12-2020,F,1,4060,1,Furniture,Storage & Organizations
6981,A,Road,4,1,205,10.25,5,low,27-11-2021,30-11-2021,M,10,4944,0,Furniture,Storage & Organizations
6982,B,Road,5,4,212,10.6,2,low,27-07-2022,05-08-2022,F,9,4925,0,Furniture,Storage & Organizations
6983,C,Flight,3,3,136,6.8,2,medium,17-04-2020,26-04-2020,M,10,5749,0,Office Supplies,Storage & Organizations
6984,F,Flight,3,3,231,11.55,3,medium,27-04-2020,06-05-2020,F,4,4088,0,Office Supplies,Storage & Organizations
6985,D,Flight,4,4,215,10.75,2,low,07-03-2022,09-03-2022,F,7,5151,1,Furniture,Storage & Organizations
6986,F,Flight,4,4,179,8.95,3,medium,24-09-2022,29-09-2022,F,3,5624,0,Office Supplies,Storage & Organizations
6987,A,Flight,3,2,223,11.15,4,medium,22-04-2020,25-04-2020,M,3,5374,0,Office Supplies,Storage & Organizations
6988,B,Flight,3,5,210,10.5,3,low,21-10-2021,28-10-2021,M,6,5566,0,Furniture,Storage & Organizations
6989,C,Flight,4,5,133,6.65,3,high,22-05-2023,25-05-2023,F,8,5653,1,Office Supplies,Storage & Organizations
6990,F,Flight,3,1,187,9.35,2,low,21-02-2023,02-03-2023,F,8,4292,1,Furniture,Storage & Organizations
6991,D,Flight,4,1,256,12.8,2,medium,14-10-2022,24-10-2022,M,2,5630,0,Office Supplies,Storage & Organizations
6992,F,Flight,4,5,138,6.9,2,low,14-11-2020,22-11-2020,M,10,4788,0,Furniture,Storage & Organizations
6993,A,Flight,3,4,198,9.9,3,medium,26-03-2020,03-04-2020,M,7,4020,0,Office Supplies,Storage & Organizations
6994,B,Flight,5,5,256,12.8,3,medium,23-03-2022,01-04-2022,F,6,4145,1,Office Supplies,Storage & Organizations
6995,C,Flight,4,3,254,12.7,2,low,04-03-2022,09-03-2022,M,3,5546,0,Furniture,Storage & Organizations
6996,F,Flight,4,1,267,13.35,2,medium,19-01-2020,25-01-2020,M,9,5230,1,Office Supplies,Storage & Organizations
6997,D,Flight,3,2,286,14.3,6,high,20-05-2020,27-05-2020,F,5,5588,0,Office Supplies,Storage & Organizations
6998,F,Flight,3,2,215,10.75,4,low,02-07-2023,09-07-2023,F,3,4042,0,Furniture,Storage & Organizations
6999,A,Flight,5,5,222,11.1,3,medium,01-07-2020,05-07-2020,M,5,4949,0,Office Supplies,Storage & Organizations
7000,B,Flight,5,3,267,13.35,4,medium,21-07-2021,27-07-2021,F,1,4837,1,Office Supplies,Storage & Organizations
7001,C,Flight,5,5,235,11.75,5,low,16-03-2020,26-03-2020,F,4,5908,1,Furniture,Storage & Organizations
7002,F,Flight,4,1,181,9.05,2,low,12-07-2023,17-07-2023,M,2,4154,0,Furniture,Storage & Organizations
7003,D,Flight,4,1,173,8.65,4,low,17-05-2023,23-05-2023,F,5,5530,1,Furniture,Storage & Organizations
7004,F,Flight,3,5,208,10.4,3,low,05-10-2021,07-10-2021,M,1,4803,0,Furniture,Storage & Organizations
7005,A,Ship,4,3,221,11.05,2,low,21-06-2021,28-06-2021,F,6,4114,1,Furniture,Storage & Organizations
7006,B,Ship,3,5,141,7.05,2,medium,25-05-2022,03-06-2022,F,9,5000,0,Office Supplies,Storage & Organizations
7007,C,Ship,4,1,238,11.9,3,high,20-12-2021,26-12-2021,F,4,4910,0,Office Supplies,Storage & Organizations
7008,F,Ship,3,2,126,6.3,5,low,01-08-2020,06-08-2020,F,6,4372,1,Furniture,Storage & Organizations
7009,D,Ship,4,1,196,9.8,2,low,08-05-2020,17-05-2020,M,3,4752,0,Furniture,Storage & Organizations
7010,F,Ship,4,3,169,8.45,2,high,06-11-2020,10-11-2020,M,7,4032,1,Office Supplies,Storage & Organizations
7011,A,Ship,3,3,249,12.45,3,low,17-12-2023,20-12-2023,M,10,5184,0,Furniture,Storage & Organizations
7012,B,Ship,4,2,198,9.9,6,medium,29-06-2021,01-07-2021,M,5,4659,0,Office Supplies,Storage & Organizations
7013,C,Ship,4,3,197,9.85,3,low,24-01-2020,26-01-2020,M,2,4410,0,Furniture,Storage & Organizations
7014,F,Ship,3,5,251,12.55,4,medium,21-02-2023,28-02-2023,F,3,5215,1,Office Supplies,Storage & Organizations
7015,D,Ship,4,4,145,7.25,3,medium,24-08-2020,27-08-2020,M,8,5780,0,Office Supplies,Storage & Organizations
7016,F,Ship,4,1,249,12.45,3,low,20-07-2021,26-07-2021,M,4,5253,1,Furniture,Storage & Organizations
7017,A,Ship,6,1,103,5.15,4,low,12-12-2020,19-12-2020,M,2,5089,0,Furniture,Storage & Organizations
7018,B,Ship,2,5,264,13.2,5,medium,19-09-2023,27-09-2023,F,1,4426,0,Office Supplies,Storage & Organizations
7019,C,Ship,6,1,206,10.3,6,medium,15-02-2023,18-02-2023,F,8,4243,1,Office Supplies,Storage & Organizations
7020,F,Ship,4,4,139,6.95,3,medium,26-02-2020,02-03-2020,M,2,5135,0,Office Supplies,Storage & Organizations
7021,D,Ship,5,3,270,13.5,2,low,11-02-2023,13-02-2023,F,7,5248,1,Furniture,Storage & Organizations
7022,F,Ship,4,2,227,11.35,2,low,14-01-2022,23-01-2022,M,8,4878,1,Furniture,Storage & Organizations
7023,A,Ship,3,1,179,8.95,2,medium,20-02-2021,27-02-2021,F,10,4828,0,Office Supplies,Storage & Organizations
7024,B,Ship,3,3,273,13.65,3,medium,31-10-2023,05-11-2023,F,6,5269,1,Office Supplies,Storage & Organizations
7025,C,Ship,5,1,153,7.65,2,low,07-09-2020,14-09-2020,F,7,4944,1,Furniture,Storage & Organizations
7026,F,Ship,4,1,112,5.6,6,medium,21-10-2021,23-10-2021,M,9,5248,1,Office Supplies,Storage & Organizations
7027,D,Ship,6,3,114,5.7,4,high,07-05-2022,10-05-2022,F,10,5865,0,Office Supplies,Storage & Organizations
7028,F,Ship,4,4,214,10.7,2,high,13-07-2021,16-07-2021,F,1,4117,1,Office Supplies,Storage & Organizations
7029,A,Ship,3,4,196,9.8,4,low,13-01-2021,19-01-2021,F,4,5031,0,Furniture,Storage & Organizations
7030,B,Ship,5,1,159,7.95,2,medium,20-10-2023,29-10-2023,F,5,4382,0,Office Supplies,Storage & Organizations
7031,C,Ship,3,2,258,12.9,2,low,26-11-2021,03-12-2021,M,1,5862,0,Furniture,Storage & Organizations
7032,F,Ship,5,5,125,6.25,3,low,06-02-2021,08-02-2021,M,10,4997,0,Furniture,Storage & Organizations
7033,D,Ship,6,2,232,11.6,3,medium,29-06-2022,09-07-2022,F,7,5219,1,Office Supplies,Storage & Organizations
7034,F,Ship,4,3,196,9.8,2,high,05-06-2020,08-06-2020,M,10,5709,1,Office Supplies,Storage & Organizations
7035,A,Ship,4,2,257,12.85,3,low,07-04-2021,09-04-2021,M,3,5549,1,Furniture,Storage & Organizations
7036,B,Ship,2,1,219,10.95,4,low,11-04-2022,14-04-2022,M,6,5124,0,Furniture,Storage & Organizations
7037,C,Ship,4,2,223,11.15,3,medium,01-03-2020,08-03-2020,F,7,5977,0,Office Supplies,Storage & Organizations
7038,F,Ship,3,1,166,8.3,2,low,19-01-2023,29-01-2023,F,10,4137,0,Furniture,Storage & Organizations
7039,D,Ship,6,1,264,13.2,3,high,09-02-2020,14-02-2020,F,5,4435,1,Office Supplies,Storage & Organizations
7040,F,Ship,3,3,182,9.1,3,low,29-12-2023,31-12-2023,F,5,5914,0,Furniture,Storage & Organizations
7041,A,Ship,4,1,260,13,2,medium,24-02-2023,02-03-2023,F,2,4529,0,Office Supplies,Storage & Organizations
7042,B,Ship,4,1,268,13.4,3,low,11-05-2022,17-05-2022,M,8,5486,0,Furniture,Storage & Organizations
7043,C,Ship,6,4,272,13.6,4,low,12-05-2020,17-05-2020,F,4,4098,0,Furniture,Storage & Organizations
7044,F,Ship,4,5,135,6.75,3,low,30-03-2023,09-04-2023,F,3,4760,0,Furniture,Storage & Organizations
7045,D,Ship,3,2,164,8.2,2,medium,17-01-2021,23-01-2021,M,3,4442,1,Office Supplies,Storage & Organizations
7046,F,Ship,4,4,153,7.65,5,medium,02-11-2023,09-11-2023,M,9,5818,0,Office Supplies,Storage & Organizations
7047,A,Ship,3,4,175,8.75,3,low,12-07-2022,16-07-2022,M,8,4274,1,Furniture,Storage & Organizations
7048,B,Ship,3,1,231,11.55,3,medium,15-11-2022,19-11-2022,M,9,5148,1,Office Supplies,Storage & Organizations
7049,C,Ship,5,4,222,11.1,3,low,15-08-2022,20-08-2022,M,3,5555,0,Furniture,Storage & Organizations
7050,F,Ship,3,4,261,13.05,2,low,16-02-2021,21-02-2021,F,1,5844,0,Furniture,Storage & Organizations
7051,D,Ship,3,2,223,11.15,2,low,11-10-2020,19-10-2020,F,10,4604,0,Furniture,Storage & Organizations
7052,F,Ship,3,5,222,11.1,5,medium,05-11-2020,08-11-2020,M,2,4027,1,Office Supplies,Storage & Organizations
7053,A,Ship,4,5,240,12,3,low,05-06-2020,14-06-2020,F,9,5794,1,Furniture,Storage & Organizations
7054,B,Ship,4,5,137,6.85,2,high,03-09-2020,07-09-2020,F,6,5208,0,Office Supplies,Storage & Organizations
7055,C,Ship,4,2,181,9.05,3,medium,25-06-2023,04-07-2023,M,6,5964,0,Office Supplies,Storage & Organizations
7056,F,Ship,3,3,261,13.05,4,low,24-05-2021,27-05-2021,M,3,5722,1,Furniture,Storage & Organizations
7057,D,Ship,3,1,226,11.3,2,low,20-05-2022,24-05-2022,M,4,4804,0,Furniture,Storage & Organizations
7058,F,Ship,4,5,246,12.3,2,medium,20-10-2021,27-10-2021,F,3,5705,0,Office Supplies,Storage & Organizations
7059,A,Ship,3,4,226,11.3,2,medium,10-11-2020,13-11-2020,F,1,5460,0,Office Supplies,Storage & Organizations
7060,B,Ship,3,4,238,11.9,2,low,10-03-2023,17-03-2023,M,3,4723,0,Furniture,Storage & Organizations
7061,C,Ship,3,1,173,8.65,3,low,09-06-2021,12-06-2021,F,3,4453,1,Furniture,Storage & Organizations
7062,F,Ship,3,4,257,12.85,4,low,31-05-2023,08-06-2023,M,10,4415,0,Furniture,Storage & Organizations
7063,D,Ship,3,2,160,8,4,low,23-11-2021,29-11-2021,F,9,5112,1,Furniture,Storage & Organizations
7064,F,Ship,3,3,179,8.95,3,low,08-09-2023,10-09-2023,F,9,4459,1,Furniture,Storage & Organizations
7065,A,Ship,3,1,101,5.05,5,low,18-02-2023,27-02-2023,F,3,4807,0,Furniture,Storage & Organizations
7066,B,Ship,2,3,263,13.15,4,medium,20-12-2022,23-12-2022,M,9,5390,0,Office Supplies,Storage & Organizations
7067,C,Ship,3,1,210,10.5,3,medium,03-08-2023,06-08-2023,M,4,5683,0,Office Supplies,Storage & Organizations
7068,F,Ship,3,4,166,8.3,4,low,01-07-2022,10-07-2022,M,4,5107,0,Furniture,Storage & Organizations
7069,D,Ship,2,3,163,8.15,3,low,05-08-2023,08-08-2023,F,4,4862,0,Furniture,Storage & Organizations
7070,F,Ship,4,3,143,7.15,2,medium,16-04-2023,24-04-2023,M,1,4402,1,Office Supplies,Storage & Organizations
7071,A,Ship,4,3,248,12.4,6,medium,05-08-2020,12-08-2020,M,5,4212,0,Office Supplies,Storage & Organizations
7072,B,Ship,3,1,198,9.9,2,low,29-11-2021,07-12-2021,F,8,4940,0,Furniture,Storage & Organizations
7073,C,Ship,3,1,150,7.5,2,low,30-12-2022,07-01-2023,F,6,5355,0,Furniture,Storage & Organizations
7074,F,Ship,4,3,195,9.75,4,medium,16-01-2022,26-01-2022,F,1,5004,0,Office Supplies,Storage & Organizations
7075,D,Ship,4,4,213,10.65,3,low,01-04-2020,10-04-2020,F,1,4266,0,Furniture,Storage & Organizations
7076,F,Ship,4,3,245,12.25,4,medium,13-04-2021,20-04-2021,M,8,5982,1,Office Supplies,Storage & Organizations
7077,A,Ship,3,1,199,9.95,3,medium,13-11-2022,20-11-2022,F,8,5557,1,Office Supplies,Storage & Organizations
7078,B,Ship,4,1,192,9.6,4,high,08-11-2021,12-11-2021,M,5,4142,1,Office Supplies,Storage & Organizations
7079,C,Ship,6,3,247,12.35,6,medium,23-07-2021,02-08-2021,M,3,4582,0,Office Supplies,Storage & Organizations
7080,F,Ship,3,5,221,11.05,3,medium,15-07-2020,19-07-2020,M,7,4741,1,Office Supplies,Storage & Organizations
7081,D,Ship,3,1,200,10,4,medium,17-02-2021,21-02-2021,F,9,5193,0,Office Supplies,Storage & Organizations
7082,F,Ship,4,3,260,13,3,low,06-10-2020,10-10-2020,F,5,5540,0,Furniture,Storage & Organizations
7083,A,Ship,4,5,98,4.9,4,low,21-09-2022,01-10-2022,F,5,4643,0,Furniture,Storage & Organizations
7084,B,Ship,5,1,198,9.9,4,low,02-04-2020,08-04-2020,F,5,5719,0,Furniture,Storage & Organizations
7085,C,Ship,4,1,168,8.4,2,medium,23-02-2021,26-02-2021,F,1,5698,1,Office Supplies,Storage & Organizations
7086,F,Ship,6,1,260,13,3,medium,29-07-2021,02-08-2021,M,1,5134,0,Office Supplies,Storage & Organizations
7087,D,Ship,4,1,266,13.3,4,low,18-11-2020,20-11-2020,M,3,5773,1,Furniture,Storage & Organizations
7088,F,Ship,3,3,239,11.95,3,low,06-03-2021,11-03-2021,M,8,5366,1,Furniture,Storage & Organizations
7089,A,Ship,4,1,214,10.7,5,medium,27-05-2021,01-06-2021,M,9,5801,0,Office Supplies,Storage & Organizations
7090,B,Ship,3,3,203,10.15,3,medium,27-03-2023,03-04-2023,F,8,5929,0,Office Supplies,Storage & Organizations
7091,C,Ship,2,5,264,13.2,3,medium,25-05-2020,01-06-2020,F,3,4320,1,Office Supplies,Storage & Organizations
7092,F,Ship,4,3,169,8.45,6,medium,04-07-2023,07-07-2023,F,2,5607,0,Office Supplies,Storage & Organizations
7093,D,Ship,3,1,167,8.35,2,low,21-12-2020,23-12-2020,M,1,5749,0,Furniture,Storage & Organizations
7094,F,Ship,3,3,266,13.3,7,low,08-11-2020,10-11-2020,M,2,5671,1,Furniture,Storage & Organizations
7095,A,Ship,3,2,182,9.1,10,low,21-06-2023,24-06-2023,M,1,4303,0,Furniture,Storage & Organizations
7096,B,Ship,5,2,195,9.75,6,high,14-09-2021,17-09-2021,M,5,5339,1,Office Supplies,Storage & Organizations
7097,C,Ship,4,1,153,7.65,3,low,31-05-2022,08-06-2022,F,8,5198,0,Furniture,Storage & Organizations
7098,F,Road,5,1,238,11.9,3,high,15-02-2021,23-02-2021,M,2,5369,1,Office Supplies,Storage & Organizations
7099,D,Road,5,5,238,11.9,8,low,12-09-2021,19-09-2021,M,9,5186,0,Furniture,Storage & Organizations
7100,F,Road,3,4,180,9,7,high,19-01-2023,26-01-2023,M,4,5500,0,Office Supplies,Storage & Organizations
7101,A,Road,5,4,262,13.1,6,medium,09-03-2021,15-03-2021,F,1,1177,0,Office Supplies,Storage & Organizations
7102,B,Road,5,2,223,11.15,5,medium,25-11-2021,03-12-2021,M,5,1484,1,Office Supplies,Storage & Organizations
7103,C,Road,5,2,275,13.75,5,low,03-01-2021,08-01-2021,F,10,1924,0,Furniture,Storage & Organizations
